foodCode,foodName,alias,category,energyKCal,protein,fat,carbohydrate,dietaryFiber,standardName,searchKeywords,primaryCategory,secondaryCategory,originalCategory,nutritionBasis,basisAmount,basisUnit,defaultServingAmount,defaultServingUnit,defaultServingGram,foodState,cookingMethod,brand,sourceName,sourceType,sourceVersion,sourceQueryDate,dataConfidence,isEstimated,isCompositeFood,isActive,canonicalFoodCode,reviewStatus,reviewNote,energyRepairMethod,originalEnergyKCal,qualityFlags
EXT2076,提拉米苏,提拉米苏，Tiramisu，意大利甜点,甜品,283,4.77,18.20,24.41,0,提拉米苏,提拉米苏，Tiramisu，意大利甜点,零食甜品,糕点甜品,甜品,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT2076,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,283,
EXT2077,芝士蛋糕,芝士蛋糕，奶酪蛋糕，起司蛋糕,甜品,321,5.50,22.50,25.50,0,芝士蛋糕,芝士蛋糕，奶酪蛋糕，起司蛋糕,零食甜品,糕点甜品,甜品,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,否,否,否,EXT2077,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,321,
EXT2078,豆浆,豆浆，豆奶，现磨豆浆,饮品-豆奶,37,3.30,1.90,1.60,0,豆浆,豆浆，豆奶，现磨豆浆,豆类及豆制品,豆制品,饮品-豆奶,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,否,否,否,EXT2078,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,37,
EXT2079,椰树椰汁,椰汁，椰子汁，椰树牌椰汁,饮品-果汁,51,0.60,2.30,7.00,0,椰树椰汁,椰树椰汁，椰汁，椰子汁，椰树牌椰汁,饮料,果蔬汁,饮品-果汁,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT2079,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,51,
EXT2080,蛋挞,蛋挞，葡式蛋挞，港式蛋挞,甜品,376.41,6.86,22.10,37.78,0.67,蛋挞,蛋挞，葡式蛋挞，港式蛋挞,零食甜品,糕点甜品,甜品,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,否,否,否,EXT2080,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,376.4,
EXT2081,马卡龙,马卡龙，法式马卡龙，杏仁饼,甜品,390,6.49,13.45,64.17,0,马卡龙,马卡龙，法式马卡龙，杏仁饼,零食甜品,糕点甜品,甜品,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT2081,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,390,
EXT2082,甜甜圈,甜甜圈，炸面包圈，糖霜甜甜圈,甜品,421,5.00,22.90,49.70,1.50,甜甜圈,甜甜圈，炸面包圈，糖霜甜甜圈,零食甜品,糕点甜品,甜品,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT2082,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,421,
EXT2083,大盘鸡,大盘鸡，新疆大盘鸡，土豆烧鸡,外卖-家常菜,149.40,10.33,8.60,8.51,1.36,大盘鸡,大盘鸡，新疆大盘鸡，土豆烧鸡,餐饮菜品,中式热菜及其他餐饮,外卖-家常菜,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2083,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,149.4,
EXT2084,干锅鸡,干锅鸡，干锅鸡块，香辣干锅鸡,外卖-家常菜,149.98,13.24,8.73,4.85,0,干锅鸡,干锅鸡，干锅鸡块，香辣干锅鸡,餐饮菜品,中式热菜及其他餐饮,外卖-家常菜,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2084,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,150,
EXT2085,辣条,辣条，麻辣条，面筋辣条,零食,378,8.34,15.33,50.13,0,辣条,辣条，麻辣条，面筋辣条,零食甜品,零食糖果,零食,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT2085,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,378,
EXT2086,锅巴,锅巴，小米锅巴，香脆锅巴,零食,512,7.01,28.62,56.06,0,锅巴,锅巴，小米锅巴，香脆锅巴,零食甜品,零食糖果,零食,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT2086,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,512,
EXT2087,爆米花（气爆）,爆米花，气爆爆米花，无油爆米花,零食,387,12.94,4.54,77.78,0,爆米花（气爆）,爆米花（气爆），爆米花，气爆爆米花，无油爆米花,零食甜品,零食糖果,零食,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT2087,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,387,
EXT2088,薯片,薯片，土豆片，油炸薯片,零食,547,6.56,37.47,49.74,4.40,薯片,薯片，土豆片，油炸薯片,零食甜品,零食糖果,零食,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT2088,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,547,
EXT2089,水果沙拉,水果沙拉，酸奶水果沙拉，鲜果沙拉,外卖-沙拉,137.17,0.41,9.35,6.85,1.11,水果沙拉,水果沙拉，酸奶水果沙拉，鲜果沙拉,餐饮菜品,中式热菜及其他餐饮,外卖-沙拉,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2089,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,137.2,
EXT2090,凯撒沙拉,凯撒沙拉，凯撒沙拉加生菜，Caesar Salad,外卖-沙拉,260,11.00,20.50,7.60,1.20,凯撒沙拉,凯撒沙拉，凯撒沙拉加生菜，Caesar Salad,餐饮菜品,中式热菜及其他餐饮,外卖-沙拉,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2090,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,260,
EXT2091,红烧排骨,红烧排骨，炖排骨，酱烧排骨,外卖-家常菜,255,15.52,19.58,3.63,0,红烧排骨,红烧排骨，炖排骨，酱烧排骨,餐饮菜品,中式热菜及其他餐饮,外卖-家常菜,100g,100,g,,,,未明确,烧,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2091,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,255,
EXT2092,回锅肉,回锅肉，川味回锅肉，蒜苗回锅肉,外卖-家常菜,415,7.11,41.15,4.61,0,回锅肉,回锅肉，川味回锅肉，蒜苗回锅肉,餐饮菜品,中式热菜及其他餐饮,外卖-家常菜,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2092,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,415,
EXT2093,锅包肉,锅包肉，东北锅包肉，糖醋锅包肉,外卖-家常菜,214,15.13,14.25,5.26,0,锅包肉,锅包肉，东北锅包肉，糖醋锅包肉,餐饮菜品,中式热菜及其他餐饮,外卖-家常菜,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2093,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,214,
EXT2094,关东煮,关东煮，日式关东煮，便利店关东煮,外卖-小吃,124,7.31,5.58,10.73,0,关东煮,关东煮，日式关东煮，便利店关东煮,餐饮菜品,小吃,外卖-小吃,100g,100,g,,,,未明确,煮,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2094,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,124,
EXT2095,卤蛋,卤蛋，卤鸡蛋，五香卤蛋,外卖-卤味,132,12.10,8.16,2.18,0,卤蛋,卤蛋，卤鸡蛋，五香卤蛋,餐饮菜品,中式热菜及其他餐饮,外卖-卤味,100g,100,g,,,,未明确,卤,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2095,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,132,
EXT2096,卤牛肉,卤牛肉，酱牛肉，五香牛肉,外卖-卤味,151,19.85,6.27,3.07,0,卤牛肉,卤牛肉，酱牛肉，五香牛肉,餐饮菜品,中式热菜及其他餐饮,外卖-卤味,100g,100,g,,,,未明确,卤,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2096,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,151,
EXT2097,卤鸭脖,卤鸭脖，周黑鸭鸭脖，麻辣鸭脖,外卖-卤味,201,31.40,4.90,7.40,0,卤鸭脖,卤鸭脖，周黑鸭鸭脖，麻辣鸭脖,餐饮菜品,中式热菜及其他餐饮,外卖-卤味,100g,100,g,,,,未明确,卤,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2097,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,201,
EXT2098,卤鸭翅,卤鸭翅，周黑鸭鸭翅，卤水鸭翅,外卖-卤味,182,28.80,3.60,8.40,0,卤鸭翅,卤鸭翅，周黑鸭鸭翅，卤水鸭翅,餐饮菜品,中式热菜及其他餐饮,外卖-卤味,100g,100,g,,,,未明确,卤,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2098,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,182,
EXT2099,烧卖,烧卖，糯米烧卖，猪肉烧卖,外卖-面点,252,10.81,4.99,39.45,0,烧卖,烧卖，糯米烧卖，猪肉烧卖,餐饮菜品,面食,外卖-面点,100g,100,g,,,,未明确,烧,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2099,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,252,
EXT2100,水晶蒸饺,水晶蒸饺，虾饺，水晶虾饺,外卖-面点,359.81,21.50,18.02,29.35,1.61,水晶蒸饺,水晶蒸饺，虾饺，水晶虾饺,餐饮菜品,面食,外卖-面点,100g,100,g,,,,未明确,蒸,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2100,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,359.8,
EXT2101,猪肉包子,猪肉包子，肉包子，猪肉包，大肉包,外卖-面点,231,7.30,10.00,28.60,1.70,猪肉包子,猪肉包子，肉包子，猪肉包，大肉包,餐饮菜品,面食,外卖-面点,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2101,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,231,
EXT2102,菜包,菜包，素菜包，蔬菜包子，香菇青菜包,外卖-面点,169,6.96,1.72,34.72,0,菜包,菜包，素菜包，蔬菜包子，香菇青菜包,餐饮菜品,面食,外卖-面点,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2102,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,169,
EXT2103,三文鱼寿司,三文鱼寿司，salmon sushi，握寿司,外卖-日料,170,6.59,1.30,32.15,0,三文鱼寿司,三文鱼寿司，salmon sushi，握寿司,餐饮菜品,中式热菜及其他餐饮,外卖-日料,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2103,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,170,
EXT2104,加州卷,加州卷，California Roll，蟹棒牛油果卷,外卖-日料,126,5.29,0.47,24.27,0,加州卷,加州卷，California Roll，蟹棒牛油果卷,餐饮菜品,中式热菜及其他餐饮,外卖-日料,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2104,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,126,
EXT2105,煎饼果子,煎饼果子，煎饼，天津煎饼，杂粮煎饼,外卖-小吃,163.17,7.79,2.46,28.19,1.49,煎饼果子,煎饼果子，煎饼，天津煎饼，杂粮煎饼,餐饮菜品,小吃,外卖-小吃,100g,100,g,,,,未明确,煎,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2105,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,163.2,
EXT2106,枣泥月饼,枣泥月饼，广式枣泥月饼,外卖-糕点,427,7.10,15.70,64.90,1.40,枣泥月饼,枣泥月饼，广式枣泥月饼,餐饮菜品,中式热菜及其他餐饮,外卖-糕点,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2106,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,427,
EXT2107,春卷,春卷，炸春卷，三丝春卷,外卖-小吃,462,6.10,33.70,34.80,0,春卷,春卷，炸春卷，三丝春卷,餐饮菜品,小吃,外卖-小吃,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2107,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,462,
EXT2108,三鲜水饺,三鲜水饺，虾仁水饺，三鲜饺子,外卖-面点,162.81,11.15,4.46,24.39,0.97,三鲜水饺,三鲜水饺，虾仁水饺，三鲜饺子,餐饮菜品,面食,外卖-面点,100g,100,g,,,,生/鲜,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2108,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,162.8,
EXT2109,韭菜鲜肉水饺,韭菜鲜肉水饺，韭菜猪肉水饺，韭菜饺子,外卖-面点,230.35,15.33,4.21,34.65,1.99,韭菜鲜肉水饺,韭菜鲜肉水饺，韭菜猪肉水饺，韭菜饺子,餐饮菜品,面食,外卖-面点,100g,100,g,,,,生/鲜,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2109,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,230.3,
EXT2110,干煸四季豆,干煸四季豆，干烧四季豆，煸炒豆角,外卖-家常菜,64,3.51,3.84,5.95,2.11,干煸四季豆,干煸四季豆，干烧四季豆，煸炒豆角,餐饮菜品,中式热菜及其他餐饮,外卖-家常菜,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2110,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,64,
EXT2111,酸辣土豆丝,酸辣土豆丝，酸辣土豆丝，醋溜土豆丝,外卖-家常菜,121.50,2.25,5.77,14.43,1.51,酸辣土豆丝,酸辣土豆丝，醋溜土豆丝,餐饮菜品,中式热菜及其他餐饮,外卖-家常菜,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2111,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,121.5,
EXT2112,烤羊肉,烤羊肉，羊肉串，碳烤羊肉，孜然羊肉串,外卖-烧烤,266,23.93,18.15,0,0,烤羊肉,烤羊肉，羊肉串，碳烤羊肉，孜然羊肉串,餐饮菜品,中式热菜及其他餐饮,外卖-烧烤,100g,100,g,,,,未明确,烤,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2112,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,266,
EXT2113,烤面筋,烤面筋，水面筋，炭烤面筋，烤面筋串,外卖-烧烤,142,23.50,0.10,0,0,烤面筋,烤面筋，水面筋，炭烤面筋，烤面筋串,餐饮菜品,面食,外卖-烧烤,100g,100,g,,,,未明确,烤,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2113,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,142,
EXT2114,披萨,披萨，pizza，意式披萨，必胜客披萨,外卖-西餐,275,13.80,11.90,28.70,0,披萨,披萨，pizza，意式披萨，必胜客披萨,餐饮菜品,中式热菜及其他餐饮,外卖-西餐,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2114,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,275,
EXT2115,炸鸡,炸鸡，炸鸡腿，韩式炸鸡，美式炸鸡,外卖-西餐,297,15.59,18.82,16.32,0,炸鸡,炸鸡，炸鸡腿，韩式炸鸡，美式炸鸡,餐饮菜品,中式热菜及其他餐饮,外卖-西餐,100g,100,g,,,,未明确,炸,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2115,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,297,
EXT2116,天妇罗,天妇罗，炸虾天妇罗，日式炸物，tempura,外卖-日料,144.86,15.70,5.37,8.51,0.34,天妇罗,天妇罗，炸虾天妇罗，日式炸物，tempura,餐饮菜品,中式热菜及其他餐饮,外卖-日料,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2116,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,144.9,
EXT2117,麻婆豆腐,麻婆豆腐，麻辣豆腐，mapo tofu,外卖-川菜,119,8.47,7.87,2.39,0,麻婆豆腐,麻婆豆腐，麻辣豆腐，mapo tofu,餐饮菜品,中式热菜及其他餐饮,外卖-川菜,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2117,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,119,
EXT2118,番茄炒蛋,番茄炒蛋，西红柿炒鸡蛋，番茄炒鸡蛋,外卖-家常菜,105.88,5.25,8.49,3.22,1.08,番茄炒蛋,番茄炒蛋，西红柿炒鸡蛋，番茄炒鸡蛋,餐饮菜品,中式热菜及其他餐饮,外卖-家常菜,100g,100,g,,,,未明确,炒,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2118,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,105.9,
EXT2119,肉粽,肉粽，猪肉粽，鲜肉粽，咸粽子,外卖-小吃,260,7.00,8.00,40.30,0,肉粽,肉粽，猪肉粽，鲜肉粽，咸粽子,餐饮菜品,小吃,外卖-小吃,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2119,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,260,
EXT2120,蛋黄肉粽,蛋黄肉粽，咸蛋黄肉粽，蛋黄粽子,外卖-小吃,278,7.70,9.30,40.80,0,蛋黄肉粽,蛋黄肉粽，咸蛋黄肉粽，蛋黄粽子,餐饮菜品,小吃,外卖-小吃,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2120,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,278,
EXT2121,豆沙粽,豆沙粽，甜粽子，红豆沙粽，豆沙粽子,外卖-小吃,312,5.70,9.30,52.00,0,豆沙粽,豆沙粽，甜粽子，红豆沙粽，豆沙粽子,餐饮菜品,小吃,外卖-小吃,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2121,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,312,
EXT2122,鸭血粉丝汤,鸭血粉丝汤，南京鸭血粉丝，鸭血粉丝,外卖-小吃,166,9.10,3.90,23.30,0,鸭血粉丝汤,鸭血粉丝汤，南京鸭血粉丝，鸭血粉丝,餐饮菜品,面食,外卖-小吃,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2122,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,166,
EXT2123,啤酒,啤酒，beer，普通啤酒，熟啤,饮品-酒类,43,0.46,0,3.55,0,啤酒,啤酒，beer，普通啤酒，熟啤,酒类,啤酒,饮品-酒类,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,否,否,否,EXT2123,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,43,
EXT2124,红酒,红酒，葡萄酒，红葡萄酒，干红,饮品-酒类,84,0.10,0,2.72,0,红酒,红酒，葡萄酒，红葡萄酒，干红,酒类,其他酒类,饮品-酒类,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT2124,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,84,
EXT2125,水煮牛肉,水煮牛肉，川味水煮牛肉，麻辣水煮牛肉,外卖-川菜,164.82,13.43,10.81,3.90,1.30,水煮牛肉,水煮牛肉，川味水煮牛肉，麻辣水煮牛肉,餐饮菜品,中式热菜及其他餐饮,外卖-川菜,100g,100,g,,,,未明确,煮,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2125,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,164.8,
EXT2126,石锅拌饭,石锅拌饭，韩式石锅拌饭，bibimbap,外卖-韩餐,163.88,4.78,10.16,13.89,0.87,石锅拌饭,石锅拌饭，韩式石锅拌饭，bibimbap,餐饮菜品,中式热菜及其他餐饮,外卖-韩餐,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2126,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,163.9,
EXT2127,韩式炸鸡,韩式炸鸡，韩式炸鸡腿，韩式辣酱炸鸡,外卖-韩餐,219,12.00,8.30,23.80,0,韩式炸鸡,韩式炸鸡，韩式炸鸡腿，韩式辣酱炸鸡,餐饮菜品,中式热菜及其他餐饮,外卖-韩餐,100g,100,g,,,,未明确,炸,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2127,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,219,
EXT2128,海南鸡饭,海南鸡饭，海南鸡油饭，新加坡海南鸡饭,外卖-东南亚,201,6.70,9.30,22.70,1.50,海南鸡饭,海南鸡饭，海南鸡油饭，新加坡海南鸡饭,餐饮菜品,中式热菜及其他餐饮,外卖-东南亚,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2128,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,201,
EXT2129,酸菜牛肉面,酸菜牛肉面，酸菜牛肉汤面,外卖-面食,160,5.80,4.70,23.70,0,酸菜牛肉面,酸菜牛肉面，酸菜牛肉汤面,餐饮菜品,面食,外卖-面食,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2129,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,160,
EXT2130,热干面,热干面，武汉热干面，热干面条,外卖-面食,153,4.20,2.40,28.70,0.20,热干面,热干面，武汉热干面，热干面条,餐饮菜品,面食,外卖-面食,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2130,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,153,
EXT2131,桂林米粉,桂林米粉，桂林卤粉，桂林干拌粉,外卖-面食,303.73,8.22,11.18,45.99,3.53,桂林米粉,桂林米粉，桂林卤粉，桂林干拌粉,餐饮菜品,面食,外卖-面食,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,是,EXT2131,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,303.7,
EXT2132,酸辣粉,酸辣粉，重庆酸辣粉，红薯粉酸辣粉,外卖-面食,97.05,1.81,3.87,14.61,1.07,酸辣粉,酸辣粉，重庆酸辣粉，红薯粉酸辣粉,餐饮菜品,面食,外卖-面食,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2132,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,97,
EXT2133,油条,油条，油条果子，油炸鬼，大饼油条,外卖-早餐,417,6.59,19.84,53.36,1.40,油条,油条，油条果子，油炸鬼，大饼油条,餐饮菜品,中式热菜及其他餐饮,外卖-早餐,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2133,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,417,
EXT2134,馒头,馒头，白面馒头，大馒头，馍馍,原料-主食,275,6.30,1.00,59.20,0,馒头,馒头，白面馒头，大馒头，馍馍,谷薯及主食,面食及面点,原料-主食,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,否,否,否,EXT2134,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,275,生熟状态未明确
EXT2135,馄饨,馄饨，馄炖，抄手，云吞，鲜肉馄饨,外卖-面食,210,6.50,6.40,31.30,0,馄饨,馄饨，馄炖，抄手，云吞，鲜肉馄饨,餐饮菜品,面食,外卖-面食,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2135,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,210,
EXT2136,炒河粉,炒河粉，干炒牛河，炒粉，湿炒牛河,外卖-面食,149.17,2.84,6.00,21.39,0.56,炒河粉,炒河粉，干炒牛河，炒粉，湿炒牛河,餐饮菜品,面食,外卖-面食,100g,100,g,,,,未明确,炒,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2136,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,149.2,
EXT2137,担担面,担担面，四川担担面，川味担担面,外卖-面食,403,10.65,15.09,56.65,0,担担面,担担面，四川担担面，川味担担面,餐饮菜品,面食,外卖-面食,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2137,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,403,
EXT2138,汉堡,汉堡，汉堡包，牛肉汉堡，cheeseburger,外卖-西餐,295,17.00,14.00,24.00,1.30,汉堡,汉堡，汉堡包，牛肉汉堡，cheeseburger,餐饮菜品,中式热菜及其他餐饮,外卖-西餐,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,是,是,否,EXT2138,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,295,
EXT2139,花卷,花卷，花卷馒头，葱油花卷，蒸花卷,原料-主食,211,6.40,1.00,44.10,1.50,花卷,花卷，花卷馒头，葱油花卷，蒸花卷,谷薯及主食,谷物及制品,原料-主食,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,否,否,否,EXT2139,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,211,生熟状态未明确
